StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,FL1,FL2,FL3,D1,D2,D3,D4,D5,D6,B1_1,B1_2,B1_3,B1_4,B1_5,C2,D1_1,D1_2,D1_3,D1_4,condition,Participant id,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Employment status
2026-02-25 21:06:40,2026-02-25 21:09:32,IP Address,47.150.8.125,100,172,True,2026-02-25 21:09:33,R_6ATIrs7vcM7bXLA,,,,,33.4948,-117.0954,anonymous,EN,More than $102,Less than today,False,36,Female,"$75,000–$99,999",Graduate or professional degree,"Used a robo-advisor (e.g., Betterment, Wealthfront),Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Moderately Agree,Somewhat Agree,Somewhat Agree,Moderately Agree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Somewhat Disagree,Neither Agree nor Disagree,B,698ea504ecbe8454a26eab9d,36,Female,Asian,Philippines,United States,United States,Full-Time
2026-02-25 21:10:00,2026-02-25 21:12:23,IP Address,157.131.131.14,100,142,True,2026-02-25 21:12:23,R_5OkFIGQDH5YVdEl,,,,,37.8611,-122.2564,anonymous,EN,More than $102,Less than today,False,19,Male,"Under $25,000",High school diploma or GED,Self-directed investing through a brokerage account,Somewhat disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,WealthPath performed worse than the market,Strongly Agree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,A,698c11eddd2747636c9a390f,19,Male,Asian,United States,United States,United States,Part-Time
2026-02-25 21:15:54,2026-02-25 21:20:30,IP Address,67.176.24.175,100,276,True,2026-02-25 21:20:31,R_7rhW3fQFUKifgyK,,,,,39.9422,-104.7854,anonymous,EN,More than $102,Less than today,False,37,Male,"$100,000–149,999",Some college,No investment experience,Somewhat disagree,Somewhat Disagree,Neither Agree nor Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,WealthPath performed worse than the market,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,C,575aee8152c3fe00091a6252,37,Male,White,United States,United States,United States,Full-Time
2026-02-25 21:20:55,2026-02-25 21:23:34,IP Address,24.12.44.253,100,159,True,2026-02-25 21:23:35,R_3h9dLfKFYSnp87z,,,,,41.6133,-87.0446,anonymous,EN,More than $102,Less than today,False,64,Female,"$50,000–$74,999",Graduate or professional degree,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,WealthPath performed worse than the market,Somewhat Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Agree,A,609c6cc79875c8f0ba5d2242,64,Female,White,Germany,United States,United States,DATA_EXPIRED
2026-02-25 21:23:56,2026-02-25 21:26:55,IP Address,174.252.194.14,100,178,True,2026-02-25 21:26:55,R_5nBMcRofNKdFhek,,,,,33.591,-112.1209,anonymous,EN,More than $102,Less than today,True,38,Male,"$100,000–149,999",Graduate or professional degree,"Worked with a human financial advisor,Employer retirement plan (401k, 403b)",Somewhat disagree,Moderately Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,WealthPath performed worse than the market,Moderately Agree,Moderately Agree,Neither Agree nor Disagree,Moderately Agree,B,62e97dfea1a1ef00cb9f0b10,42,Male,White,United States,United States,United States,DATA_EXPIRED
2026-02-25 21:27:17,2026-02-25 21:32:18,IP Address,76.152.253.191,100,301,True,2026-02-25 21:32:19,R_5bTrB6WuRCvTgqF,,,,,42.7506,-71.0863,anonymous,EN,More than $102,Less than today,False,36,Male,"$25,000–$49,999",Bachelor's degree,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Moderately Agree,Somewhat Disagree,Moderately Disagree,Somewhat Agree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Disagree,Moderately Agree,Somewhat Agree,Moderately Agree,C,559c3e07fdf99b32b55f2d8d,36,Male,White,United States,United States,United States,DATA_EXPIRED
2026-02-25 21:32:35,2026-02-25 21:35:21,IP Address,71.169.91.121,100,165,True,2026-02-25 21:35:21,R_6sb16hqhjRajJ4p,,,,,40.8905,-74.0504,anonymous,EN,More than $102,Less than today,False,33,Male,"$75,000–$99,999",Bachelor's degree,Self-directed investing through a brokerage account,Somewhat disagree,Somewhat Agree,Moderately Agree,Moderately Agree,Moderately Agree,Somewhat Agree,WealthPath performed worse than the market,Neither Agree nor Disagree,Moderately Agree,Somewhat Disagree,Neither Agree nor Disagree,B,66ea6797ef341f18e62ad904,34,Male,Asian,Korea,United States,Korea,Full-Time
2026-02-25 21:38:26,2026-02-25 21:42:07,IP Address,174.65.197.75,100,221,True,2026-02-25 21:42:07,R_6v2nxD3G1WZvG9P,,,,,32.6773,-117.0477,anonymous,EN,More than $102,More than today,True,36,Male,"Under $25,000",Some college,No investment experience,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,WealthPath performed worse than the market,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,C,63eda5a4a87d8bd73853fa8e,36,Male,Asian,United States,United States,United States,Full-Time
2026-02-25 21:42:33,2026-02-25 21:45:44,IP Address,135.180.243.90,100,191,True,2026-02-25 21:45:45,R_5dN6v70KDKgGVJk,,,,,37.7688,-122.262,anonymous,EN,More than $102,Don't know,False,25,Female,"$25,000–$49,999",Bachelor's degree,No investment experience,Somewhat disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Moderately Disagree,Somewhat Disagree,I'm not sure,Somewhat Agree,Moderately Agree,Somewhat Agree,Moderately Agree,B,65cb7af47681640c4d1cf73d,25,Female,Asian,United States,United States,United States,DATA_EXPIRED
2026-02-25 21:46:10,2026-02-25 21:48:54,IP Address,64.27.230.144,100,163,True,2026-02-25 21:48:55,R_1dZ0lxW2peqMqKg,,,,,37.5545,-88.9723,anonymous,EN,More than $102,Exactly the same,False,37,Male,"$100,000–149,999",High school diploma or GED,"Employer retirement plan (401k, 403b)",Somewhat disagree,Somewhat Agree,Somewhat Agree,Moderately Agree,Neither Agree nor Disagree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,C,699bdd9fded8cc634df67c11,37,Male,White,United States,United States,United States,Full-Time
2026-02-25 21:49:44,2026-02-25 21:54:35,IP Address,24.245.178.169,100,291,True,2026-02-25 21:54:36,R_34yZdjGgS8ZUETf,,,,,32.0288,-93.6975,anonymous,EN,More than $102,Less than today,Don't know,21,Female,"$25,000–$49,999",Some college,No investment experience,Somewhat disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,I'm not sure,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,A,66a4b7733f41234d518c94af,21,Female,White,United States,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2026-02-25 21:54:53,2026-02-25 21:58:35,IP Address,24.23.191.164,100,222,True,2026-02-25 21:58:36,R_6QgH5ywbw5eqDJ3,,,,,37.7958,-122.4203,anonymous,EN,More than $102,More than today,False,22,Female,"$75,000–$99,999",Bachelor's degree,"Used a robo-advisor (e.g., Betterment, Wealthfront),Worked with a human financial advisor",Somewhat disagree,Moderately Agree,Somewhat Agree,Somewhat Agree,Moderately Agree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Moderately Agree,C,6998f3fc35761f2a9c07a6f0,22,Female,Mixed,Costa Rica,United States,United States,Unemployed (and job seeking)
2026-02-25 22:02:39,2026-02-25 22:05:46,IP Address,68.96.236.151,100,187,True,2026-02-25 22:05:47,R_7hYJ8oBH3q8UfW2,,,,,36.1233,-115.2775,anonymous,EN,More than $102,Less than today,False,39,Male,"$50,000–$74,999",Some college,Self-directed investing through a brokerage account,Somewhat disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Agree,Strongly Agree,Somewhat Agree,Moderately Agree,A,5d153b1f40218700189a05df,39,Male,White,United States,United States,United States,Full-Time
2026-02-25 22:06:15,2026-02-25 22:09:07,IP Address,172.117.205.201,100,172,True,2026-02-25 22:09:07,R_6EiROB0ZmmtToGu,,,,,34.0481,-118.2531,anonymous,EN,More than $102,Less than today,False,48,Male,"$50,000–$74,999",Some college,"Used a robo-advisor (e.g., Betterment, Wealthfront)",Somewhat disagree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Somewhat Disagree,WealthPath performed about the same as the market,Moderately Disagree,Somewhat Agree,Somewhat Disagree,Moderately Disagree,B,5bb58e338f3bd70001e5df57,48,Male,White,United States,United States,United States,DATA_EXPIRED
2026-02-25 22:11:05,2026-02-25 22:15:32,IP Address,75.223.70.14,100,266,True,2026-02-25 22:15:33,R_7o5VjDcLJsil9Ki,,,,,36.2474,-115.2185,anonymous,EN,More than $102,Less than today,False,30,Male,"Under $25,000",High school diploma or GED,Self-directed investing through a brokerage account,Somewhat disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Moderately Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Somewhat Agree,Moderately Agree,A,66982e7b43ae4ee27c29c177,31,Male,White,United States,United States,United States,Part-Time
2026-02-25 22:18:16,2026-02-25 22:21:33,IP Address,108.210.170.10,100,196,True,2026-02-25 22:21:34,R_7LnRPWtuNrVrtZE,,,,,29.8875,-90.0337,anonymous,EN,More than $102,Less than today,False,53,Male,"Under $25,000",Some college,Self-directed investing through a brokerage account,Somewhat disagree,Moderately Agree,Moderately Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Somewhat Disagree,Somewhat Agree,B,63fa78f21e485a372c6528fa,53,Male,White,United States,United States,United States,Part-Time
2026-02-25 22:22:15,2026-02-25 22:25:37,IP Address,47.144.6.83,100,202,True,2026-02-25 22:25:38,R_7qUOzIc9Ga1x5dp,,,,,34.2193,-118.9842,anonymous,EN,More than $102,Less than today,False,33,Female,"$200,000 or more",Graduate or professional degree,"Employer retirement plan (401k, 403b)",Somewhat disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Agree,Strongly Agree,Moderately Agree,Somewhat Agree,C,6102ced1a983f0479d576146,33,Female,White,United States,United States,United States,Due to start a new job within the next month
2026-02-25 22:37:13,2026-02-25 22:41:53,IP Address,136.47.141.99,100,279,True,2026-02-25 22:41:53,R_6Kw4rdmDzCSfHL8,,,,,35.9806,-78.8426,anonymous,EN,More than $102,More than today,False,37,Female,"$25,000–$49,999",Graduate or professional degree,Self-directed investing through a brokerage account,Somewhat disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,WealthPath performed about the same as the market,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,C,6991551b7b0c4970e11f07db,37,Prefer not to say,Asian,China,United States,China,Unemployed (and job seeking)
2026-02-25 22:47:32,2026-02-25 22:51:39,IP Address,76.38.32.162,100,246,True,2026-02-25 22:51:40,R_1dsOektppTOY1Ok,,,,,34.777,-77.3769,anonymous,EN,More than $102,Less than today,False,23,Male,"$50,000–$74,999",High school diploma or GED,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Somewhat Agree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Moderately Agree,A,67a7d4e19fee63cbe222ae02,23,Male,Mixed,United States,United States,United States,DATA_EXPIRED
2026-02-25 22:54:49,2026-02-25 22:59:53,IP Address,173.90.39.150,100,303,True,2026-02-25 22:59:53,R_3Sqv76k7G242LER,,,,,41.4344,-81.6373,anonymous,EN,More than $102,Less than today,False,47,Female,"$25,000–$49,999",Some college,No investment experience,Somewhat disagree,Moderately Agree,Somewhat Agree,Neither Agree nor Disagree,Moderately Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,A,6992208bb9f2bd50b06851a2,47,Female,White,United States,United States,United States,Part-Time
2026-02-25 23:05:32,2026-02-25 23:08:28,IP Address,73.208.18.175,100,176,True,2026-02-25 23:08:30,R_7vds4tg7rd4jft7,,,,,41.8733,-88.1163,anonymous,EN,More than $102,Less than today,Don't know,31,Male,"$25,000–$49,999",Some college,"Employer retirement plan (401k, 403b)",Somewhat disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Somewhat Agree,Somewhat Agree,C,66cc4ba25cc59f1c17f1a2b4,31,Male,Other,United States,United States,United States,Full-Time
2026-02-25 23:09:01,2026-02-25 23:15:10,IP Address,47.144.252.29,100,369,True,2026-02-25 23:15:10,R_79erNu8eBUsoSmB,,,,,33.5631,-117.2738,anonymous,EN,More than $102,Less than today,False,57,Female,"Under $25,000",Bachelor's degree,No investment experience,Somewhat disagree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately Disagree,WealthPath performed better than the market,Moderately Disagree,Moderately Disagree,Moderately Agree,Neither Agree nor Disagree,C,66e60882afb732f6e17a6790,57,Female,White,Iran,United States,United States,Unemployed (and job seeking)
2026-02-25 23:15:35,2026-02-25 23:18:46,IP Address,69.201.170.208,100,190,True,2026-02-25 23:18:46,R_3fcOFhAidGbmymu,,,,,40.7365,-74.0055,anonymous,EN,More than $102,Less than today,Don't know,36,Male,"$50,000–$74,999",Bachelor's degree,No investment experience,Somewhat disagree,Somewhat Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,WealthPath performed worse than the market,Somewhat Agree,Strongly Agree,Moderately Agree,Strongly Agree,A,663a7af013938e6bbfb065d5,36,Male,White,United States,United States,United States,Part-Time
2026-02-25 23:19:07,2026-02-25 23:23:14,IP Address,96.241.138.70,100,246,True,2026-02-25 23:23:14,R_3HN9xm7nrMC0bze,,,,,39.1585,-77.0837,anonymous,EN,More than $102,Less than today,False,48,Female,"$150,000–199,999",Graduate or professional degree,"Employer retirement plan (401k, 403b)",Strongly disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,WealthPath performed worse than the market,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,B,695beefe839f302b13db1a99,48,Female,White,United States,United States,United States,Full-Time
2026-02-25 23:23:38,2026-02-25 23:27:31,IP Address,98.185.133.32,100,232,True,2026-02-25 23:27:31,R_7tyRsXojCc4OaC5,,,,,30.209,-92.0607,anonymous,EN,More than $102,Less than today,False,27,Female,"$100,000–149,999",Bachelor's degree,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Somewhat Agree,Somewhat Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Somewhat Agree,Somewhat Agree,B,6942b92580070d6d24f3e7fe,27,Female,Black,United States,United States,DATA_EXPIRED,Part-Time
2026-02-25 23:27:49,2026-02-25 23:31:28,IP Address,73.252.224.78,100,219,True,2026-02-25 23:31:30,R_51tn4StDhLPQ8Qs,,,,,38.4361,-122.6718,anonymous,EN,More than $102,Less than today,False,40,Male,"$50,000–$74,999",Some college,No investment experience,Somewhat disagree,Moderately Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Moderately Agree,WealthPath performed worse than the market,Somewhat Disagree,Moderately Agree,Somewhat Agree,Somewhat Disagree,A,698a7d645d3b41eeda680ee3,40,Male,White,United States,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2026-02-25 23:31:54,2026-02-25 23:34:24,IP Address,76.187.79.150,100,150,True,2026-02-25 23:34:24,R_6I6rhhSunPuMrc7,,,,,33.1371,-96.7488,anonymous,EN,More than $102,Less than today,False,24,Female,"Under $25,000",Some college,No investment experience,Somewhat disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Moderately Disagree,WealthPath performed worse than the market,Somewhat Disagree,Moderately Agree,Somewhat Agree,Strongly Agree,C,6757418a14886dd3e93c2a69,24,Female,Mixed,United States,United States,United States,Unemployed (and job seeking)
2026-02-25 23:34:45,2026-02-25 23:37:53,IP Address,47.218.248.203,100,187,True,2026-02-25 23:37:53,R_1J7RXAy5QZ19Quk,,,,,30.5118,-96.3171,anonymous,EN,More than $102,Less than today,False,28,Male,"$75,000–$99,999",Graduate or professional degree,Self-directed investing through a brokerage account,Somewhat disagree,Moderately Agree,Neither Agree nor Disagree,Somewhat Disagree,Moderately Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Strongly Agree,Moderately Agree,A,69603ce622d0814296c77758,28,Male,Asian,United States,United States,United States,Full-Time
2026-02-25 23:38:18,2026-02-25 23:40:42,IP Address,69.131.90.180,100,144,True,2026-02-25 23:40:43,R_1NCXPCVxPfIlMKW,,,,,42.9958,-89.5499,anonymous,EN,More than $102,Less than today,False,24,Male,"$100,000–149,999",Bachelor's degree,No investment experience,Somewhat disagree,Moderately Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,WealthPath performed worse than the market,Somewhat Disagree,Moderately Agree,Neither Agree nor Disagree,Somewhat Agree,C,698b3ede29ad2b7fd05fc008,24,Male,White,United States,United States,United States,Part-Time
2026-02-25 23:41:06,2026-02-25 23:47:30,IP Address,69.251.112.81,100,384,True,2026-02-25 23:47:31,R_1ihbuRhrzEgOi02,,,,,39.2124,-76.8776,anonymous,EN,More than $102,Less than today,False,47,Female,"Under $25,000",Bachelor's degree,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Moderately Agree,Somewhat Disagree,Moderately Disagree,Moderately Disagree,Neither Agree nor Disagree,WealthPath performed worse than the market,Somewhat Agree,Somewhat Agree,Somewhat Agree,Moderately Agree,B,5eace152e25d6800091dd418,47,Female,Black,United States,United States,United States,DATA_EXPIRED
2026-02-25 23:48:19,2026-02-25 23:53:44,IP Address,65.31.32.34,100,325,True,2026-02-25 23:53:45,R_1Khd05sLGn5eky5,,,,,39.9401,-82.8965,anonymous,EN,More than $102,Less than today,False,23,Female,"Under $25,000",Bachelor's degree,Self-directed investing through a brokerage account,Somewhat disagree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,B,6797d5ada6654ec99f741b08,23,Female,Black,Kenya,United States,United States,Full-Time
2026-02-25 23:54:21,2026-02-25 23:58:10,IP Address,172.56.33.16,100,229,True,2026-02-25 23:58:11,R_5O8d23urKfriokp,,,,,38.8892,-76.9417,anonymous,EN,More than $102,Less than today,Don't know,44,Female,"$25,000–$49,999",Some college,"Worked with a human financial advisor,Employer retirement plan (401k, 403b)",Somewhat disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Neither Agree nor Disagree,Somewhat Agree,A,66a9843c53827f826e9738ed,44,Female,White,United States,United States,United States,Part-Time
2026-02-26 00:30:09,2026-02-26 00:32:14,IP Address,47.229.84.92,100,125,True,2026-02-26 00:32:15,R_5kOkuqpQgY87dWr,,,,,34.0582,-118.126,anonymous,EN,More than $102,Less than today,False,22,Male,"$25,000–$49,999",Some college,Self-directed investing through a brokerage account,Somewhat disagree,Somewhat Agree,Somewhat Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,WealthPath performed worse than the market,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,C,6054e5f7c1931593649b158f,22,Male,Asian,United States,United States,United States,Unemployed (and job seeking)
2026-02-26 00:32:50,2026-02-26 00:35:52,IP Address,162.195.227.100,100,181,True,2026-02-26 00:35:52,R_6F89kXigK7YvuvL,,,,,37.7139,-97.1364,anonymous,EN,More than $102,Less than today,False,33,Male,"$25,000–$49,999",High school diploma or GED,"Employer retirement plan (401k, 403b)",Somewhat disagree,Moderately Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,WealthPath performed worse than the market,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,B,60f2a2b4932fed5326988e0f,33,Male,White,United States,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2026-02-26 00:36:19,2026-02-26 00:39:22,IP Address,38.13.32.174,100,183,True,2026-02-26 00:39:23,R_6KWAN4o59LMrx05,,,,,38.9057,-77.0319,anonymous,EN,More than $102,Less than today,False,37,Male,"$75,000–$99,999",Bachelor's degree,"Employer retirement plan (401k, 403b)",Somewhat agree,Moderately Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Disagree,Moderately Agree,Somewhat Disagree,Neither Agree nor Disagree,C,69862c9b63845b0f047e8779,37,Male,White,United States,United States,United States,Unemployed (and job seeking)
2026-02-26 00:39:51,2026-02-26 00:43:11,IP Address,74.118.47.235,100,200,True,2026-02-26 00:43:12,R_1ePbPdXPgyYcg6Z,,,,,36.3888,-85.3194,anonymous,EN,More than $102,Exactly the same,True,47,Male,"Under $25,000",,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat agree,Somewhat Agree,Moderately Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,WealthPath performed worse than the market,Moderately Disagree,Somewhat Disagree,Strongly Disagree,Moderately Disagree,A,66d63bf354de4c20d9369e20,47,Male,White,United States,United States,United States,Full-Time
2026-02-26 00:43:31,2026-02-26 00:48:30,IP Address,159.197.235.159,100,299,True,2026-02-26 00:48:31,R_6EKZkfSvu10lol1,,,,,37.751,-97.822,anonymous,EN,More than $102,Less than today,False,66,Male,"$25,000–$49,999",Bachelor's degree,"Used a robo-advisor (e.g., Betterment, Wealthfront),Employer retirement plan (401k, 403b)",Somewhat disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,WealthPath performed better than the market,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,B,69932ccc26c39ba9a7a39642,66,Male,White,United States,United States,United States,Part-Time
2026-02-26 00:49:09,2026-02-26 00:57:08,IP Address,168.75.225.145,100,478,True,2026-02-26 00:57:08,R_7MG63fGnEo2oqbw,,,,,37.751,-97.822,anonymous,EN,More than $102,Less than today,False,84,Female,"$25,000–$49,999",Bachelor's degree,Worked with a human financial advisor,Somewhat disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,WealthPath performed worse than the market,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,A,697a89fd4ba5b384a181909d,84,Female,White,United States,United States,United States,Part-Time
2026-02-26 00:57:49,2026-02-26 01:01:59,IP Address,223.29.140.145,100,249,True,2026-02-26 01:01:59,R_5Puz1O5uRBHCEhI,,,,,37.751,-97.822,anonymous,EN,More than $102,Less than today,False,53,Male,"$200,000 or more",Bachelor's degree,"Used a robo-advisor (e.g., Betterment, Wealthfront),Worked with a human financial advisor,Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Moderately Disagree,WealthPath performed worse than the market,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,C,668edb3b608a3d4537e2da08,53,Male,White,United States,United States,United States,Full-Time
2026-02-26 01:02:42,2026-02-26 01:18:45,IP Address,86.109.82.162,100,963,True,2026-02-26 01:18:46,R_1cBkKkm8PKQtCm0,,,,,37.8117,-80.4434,anonymous,EN,More than $102,More than today,True,34,Male,"Under $25,000",High school diploma or GED,"Worked with a human financial advisor,Self-directed investing through a brokerage account",Somewhat disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Somewhat Agree,WealthPath performed worse than the market,Somewhat Agree,Moderately Agree,Somewhat Agree,Moderately Agree,B,63cff02ee037183a8c260ea8,34,Male,White,United States,United States,United States,Part-Time
2026-02-26 01:21:39,2026-02-26 01:28:28,IP Address,172.15.241.125,100,408,True,2026-02-26 01:28:28,R_3rtoU0svrMcalmV,,,,,39.8483,-86.2736,anonymous,EN,More than $102,More than today,False,29,Female,"$25,000–$49,999",Bachelor's degree,"Worked with a human financial advisor,Employer retirement plan (401k, 403b)",Somewhat disagree,Moderately Agree,Moderately Agree,Moderately Agree,Somewhat Agree,Moderately Agree,WealthPath performed worse than the market,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,A,6945f6bdcc59602ceadbf3d3,29,Female,Black,United States,United States,Senegal,Unemployed (and job seeking)
2026-02-26 01:29:19,2026-02-26 01:32:23,IP Address,174.200.82.51,100,184,True,2026-02-26 01:32:24,R_6SoTOYiyd43RFsZ,,,,,41.3847,-81.7982,anonymous,EN,Exactly $102,Exactly the same,True,48,Male,"$25,000–$49,999",High school diploma or GED,No investment experience,Somewhat disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,WealthPath performed worse than the market,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,C,67754c0a610652beb306cc1d,48,Male,White,United States,United States,United States,Full-Time
2026-02-26 01:33:08,2026-02-26 01:42:43,IP Address,172.59.200.89,100,575,True,2026-02-26 01:42:44,R_5zLVBADqwbC7de5,,,,,33.491,-112.2491,anonymous,EN,More than $102,Less than today,False,34,Male,"$75,000–$99,999",Bachelor's degree,"Used a robo-advisor (e.g., Betterment, Wealthfront),Worked with a human financial advisor,Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Strongly Agree,Moderately Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,WealthPath performed worse than the market,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,A,673e5a3412198a5e62837745,34,Male,White,United States,United States,United States,DATA_EXPIRED
2026-02-26 01:43:38,2026-02-26 01:47:36,IP Address,73.127.23.7,100,237,True,2026-02-26 01:47:37,R_7OAYv61cYFoTaow,,,,,40.3495,-111.8998,anonymous,EN,More than $102,Less than today,False,31,Female,"$50,000–$74,999",Bachelor's degree,"Self-directed investing through a brokerage account,Employer retirement plan (401k, 403b)",Somewhat disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Moderately Disagree,Moderately Agree,WealthPath performed worse than the market,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,B,5d17ad8f9bd0710001aaa93a,31,Female,White,United States,United States,United States,Full-Time
