complaint_id,product_group,sonnet_classification,gpt4o_classification,concordant_classification,avg_delegative_score,avg_evaluative_score,care_p,fairness_p,loyalty_p,authority_p,sanctity_p
10105816,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.375,0.0204623836786806,0.0237624028913951,0.0179166430943,0.0194705457169438,0.0154633673016802
3140259,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.020359129537942,0.0239269216439284,0.0180344025328994,0.0209942468800598,0.0171035881611546
3825248,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0229816155908064,0.0305705220463533,0.0217824938790648,0.0226178345781392,0.0209031337822669
8063036,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0247237758395091,0.0266664135402224,0.021980799366654,0.021018337840453,0.0187152111605448
5387390,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.7749999999999999,0.0243690966514023,0.0220849546573789,0.0190722212603175,0.0200079135827285,0.0181474562810567
6427467,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0230563701946003,0.0363998753334945,0.0251130549289427,0.0254611787607602,0.0187483299600109
2852248,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.825,0.020158751381101,0.023015435016427,0.0193992054949699,0.0208495584108662,0.017761871542207
1433363,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0264444072016421,0.0314415754562453,0.0227747621689648,0.0231691520298318,0.0197211675604504
5084625,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0249643913468311,0.0319685301494755,0.0230304586065054,0.0241307062293066,0.0228485499904545
2015791,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.8,0.0225756571451693,0.0242972525294204,0.0196848012276847,0.0209786919119037,0.0159185439020919
2388189,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.375,0.0183847230200415,0.0262420007826307,0.0193506755214605,0.0189604377825843,0.014787884119456
2709704,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0178677005800647,0.0238722606468524,0.016131991808162,0.0174270627232434,0.0137850118430674
2015574,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0247563771914171,0.0307679017909693,0.0192660370790132,0.0232950684856012,0.0179435090934627
2316239,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.0253647797943633,0.0294020881038285,0.0257154059169259,0.0247080756037666,0.0202333198506259
5821913,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.027146959942271,0.0314439301563412,0.0244595976715279,0.0260246954877132,0.0203929922585267
4323750,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.025649256384984,0.0295892077799325,0.0202960841358286,0.0196776912782369,0.0202304932851467
2959425,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0275109071738597,0.0309403999717008,0.0254080234418897,0.0259797024347809,0.0209488197773064
9650724,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.8,0.0238378232013463,0.0236002450380428,0.0254364365941127,0.023032418867003,0.0180263073328344
3869947,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0229870342884119,0.02754097344638,0.022907459788932,0.0223975969260281,0.0194020628888437
5210699,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0388342394938929,0.0420748058535713,0.0289535861853239,0.029265386606989,0.0297212696159888
2151485,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.7749999999999999,0.0257010897791981,0.0282535983639748,0.0209500962750969,0.0234003066891031,0.0195572460253648
2923477,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.925,0.0319128100399217,0.0356783218850607,0.0241757676150989,0.0235769405482032,0.0256510073262312
8942069,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0180466345660074,0.0228590524161927,0.0182284673195882,0.0209712038312839,0.0143215053121713
2719045,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0308126125692602,0.0333987024003824,0.023019710828387,0.0215005853905089,0.0196053230660329
2477735,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0226281772279593,0.0260454558248191,0.0189224388118787,0.0179072263538802,0.0185685012818064
3632942,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0297159060523137,0.0339061382179763,0.0257293658847034,0.030836438664538,0.0228107164736412
4325988,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0262239816656085,0.0278180583657543,0.0215181370188054,0.0214747208589319,0.01944473141884
2004916,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0218416121013394,0.0248107598030087,0.0196962687501566,0.0193600327852256,0.0166773434704497
12152082,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0234937611586614,0.0267190998638009,0.0197664299855103,0.0205450923901492,0.0177743244376552
8566514,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0332314377311802,0.0379114009322806,0.0322867323053883,0.0336498228579297,0.0228436625261275
5232728,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0280311646672131,0.0346748165710369,0.0231530464882388,0.0214022656916334,0.0220488132280657
15378744,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.775,0.0267198326847273,0.0320168179844535,0.0225893175463024,0.0219825957987086,0.019377235181289
7533409,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.0235707895790446,0.0295627329630142,0.0198074975189847,0.0208591656363616,0.0164681811515576
13779837,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0329158884568767,0.0382572744826945,0.0291314270133972,0.0334447729800841,0.0267472838501716
1883904,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0241133281756166,0.0301643166692014,0.026219123784738,0.0248062493314786,0.0190120119235514
1863406,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0265989698247775,0.0335216761018233,0.0208636113397491,0.01882538197948,0.0193023893202939
17984650,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.42500000000000004,0.0413187645207894,0.0443112181956625,0.0338057512732029,0.0338752216270133,0.0312014934079771
2916299,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.825,0.0289967509181982,0.0390732046398922,0.0262189003315005,0.0274417750747367,0.0206033879827705
3651193,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.8,0.02595664923155,0.028430897434309,0.0244038334112526,0.0220254267103542,0.0203697973074025
3104438,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.42500000000000004,0.0273685293199726,0.0340388539389186,0.0245745519079107,0.0229155732246189,0.0200167382205806
14012211,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.42500000000000004,0.0293591906497028,0.0325184989293193,0.0247589443593065,0.022760350856464,0.021286236216378
2126328,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0249462843967218,0.0263841840494166,0.0254071597918173,0.0287634644582145,0.0198497528696364
5172346,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.55,0.0263933617037249,0.029934625693812,0.0268902436373335,0.0287952758106244,0.0204655691704353
5434560,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.42500000000000004,0.0236028494565041,0.026205612199189,0.0210149146351441,0.0205162764789914,0.0173780971060706
8959885,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.2,0.30000000000000004,0.0218184255282554,0.0243292906200617,0.019006053259581,0.019335700141649,0.0180857718942295
2865278,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0282011354569675,0.0329559662795543,0.0291934157349527,0.0299216030518267,0.0199202957601964
14089671,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.375,0.0202852127345616,0.0258765828028686,0.0198513850137138,0.0198608851103813,0.0170896354233306
4289944,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.25,0.15000000000000002,0.0202961162476899,0.0231467412660169,0.018263011993475,0.0188637454780629,0.016860202538153
5832138,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.79,0.375,0.0351967226558172,0.0370873655915481,0.0284796855982856,0.02228794061784,0.0240044414204789
3835989,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.775,0.0246547058938734,0.0269653418732824,0.0202696990586821,0.0204362984735929,0.01840203868977
7062093,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.2,0.8,0.0231471415511929,0.0258481758046605,0.0247695402456863,0.0230252780956756,0.0201685266338823
5897871,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0227465766479882,0.0276757206957601,0.0201024825850343,0.0201471895537074,0.018815067349787
1616702,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.2,0.8,0.018320986250077,0.0188761975740788,0.0167618234352843,0.0156490751916209,0.0160717734979944
3143286,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.30000000000000004,0.8,0.0308555168342315,0.0382471430731459,0.0316699955284563,0.031041420295478,0.0260135860498947
9971027,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0394626959233471,0.0502327070979102,0.0308953491601341,0.0298813755328197,0.0338283180871681
9122444,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.025920899622389,0.0296740294542068,0.0228767004121166,0.0213451717421233,0.0192144906449576
3007656,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0271181507956571,0.0326030095862458,0.021475633863631,0.0223711086867571,0.0202990348334963
3733633,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0216597259912295,0.025200772743425,0.0195505203781758,0.0228763050098181,0.016446369641458
11915307,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0303851342231692,0.0367331094405657,0.0251451561827382,0.0272507026700674,0.0218763279773233
4107250,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.875,0.0244422724294436,0.03266231134396,0.0256646580181025,0.0265099813810154,0.0173396361685264
2148121,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0308570391298579,0.0344672256326194,0.0237686214603204,0.0236161786660081,0.0205109267109918
1538376,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.45,0.0320071641795216,0.0382461416476143,0.0273965714158138,0.0270327220882825,0.0231862922909352
3627681,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.75,0.0207563805529333,0.0229265287273941,0.0180322960583232,0.0176623595045769,0.0165234730318124
5891487,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0321622989650837,0.0383153355881141,0.0347250135325033,0.0289475495152676,0.0264621358368231
4038012,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.022261022886702,0.0265616182229381,0.0194007659756135,0.0207190127937367,0.0180021498701315
1889091,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.825,0.0269375890633646,0.0275983726810647,0.0217935506723698,0.0211045662864593,0.0173012176105031
3163980,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.0308726398515161,0.0405054747187855,0.0282243585384905,0.027767131663485,0.0232887074019115
2901172,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0216401447120737,0.0281634589741973,0.0198727454644229,0.0202451809879963,0.0147103669789131
2438217,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.75,0.0335277700712613,0.0323829115368181,0.0263781525612199,0.0218439671381246,0.0243489338823711
3024165,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.55,0.0274848212652947,0.0298390017346361,0.0235262593042684,0.0243999561429247,0.0196244131321166
5595578,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0239357355106006,0.0263263562971574,0.0185396425086719,0.0210624334774263,0.0163090833303808
2105756,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0245002630685509,0.0307760064082203,0.0254750672454991,0.0228977192947831,0.0217155339277837
2346498,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0246902334331963,0.0266060971876792,0.0231096595329327,0.0228649370028809,0.0174818005370843
6216781,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0321951705388668,0.0377073459671779,0.0336098160005925,0.0290898325413154,0.0276039872390621
2659987,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.525,0.029056625590435,0.0357829723250438,0.0253009531187518,0.0269355581889468,0.0242601732262172
3210419,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.475,0.0240491734419269,0.0265606771015732,0.0234250247684864,0.0221021768677356,0.0174402407426231
4545886,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.825,0.0173270769574016,0.0211384661409299,0.0166394260807914,0.0192868230812896,0.0155126069918769
17905895,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.029884880587056,0.0343593057145621,0.0261573870534723,0.0270852431252797,0.0242348269793329
3266724,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.8,0.375,0.0436913504776088,0.0474497898173381,0.0338426136310165,0.0325911633989499,0.0341981880337491
10711833,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.775,0.0312926078160583,0.0339708739635124,0.0288166554206874,0.0302901176866538,0.01981266116346
6391483,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.8,0.0324171175178119,0.0359384609642709,0.0266690378767149,0.0277618972044263,0.0231889433260186
4805534,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.76,0.375,0.0231142891710367,0.0262929257601038,0.020431499116698,0.0188432828417789,0.0175195280883244
2268326,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0232687789900584,0.0262456529720005,0.02012532912503,0.0181811781124817,0.0177277908461788
14080842,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0256219081438726,0.0328317389343807,0.0230291828086784,0.0268165908498191,0.019589591735374
1572340,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0284947563850867,0.0341032593998575,0.0255731336859718,0.0233896076869366,0.0219317452641297
3982312,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.018179040800303,0.0185313152254394,0.0163173729190043,0.018239847535056,0.0130868435093896
10200746,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.375,0.0351797639527929,0.0354165682362342,0.0264542948721978,0.0242254095328203,0.0228491173374129
2644570,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0214937362257611,0.0290562235905724,0.0254702004343209,0.0225832625225916,0.0191186960976567
2585293,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0217321779816297,0.0264536199323258,0.0207115951732942,0.0192898097837269,0.0158810342180362
6615893,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0235608388050237,0.0264935893866539,0.0182041672046669,0.0181822927557294,0.0173449027177114
2344596,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.2,0.35,0.0306187119962475,0.0404041666649143,0.0286505427736115,0.0253794157584304,0.0249318245014539
2725762,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.775,0.0272719448445008,0.028971556144101,0.0188548457199024,0.0280210909961679,0.0177389677638679
5070344,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.15000000000000002,0.875,0.0289510750133804,0.0320606387604866,0.0251994811795553,0.0264454486320567,0.0245565480280138
5574531,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.8,0.0356705524937898,0.0352141867719916,0.026223239367779,0.025281221653762,0.0289504116261755
4383826,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0223983116156344,0.0258169335382955,0.0201831920741657,0.019559144415991,0.0172460389884047
8537206,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.8500000000000001,0.022247068092369,0.0275497706192008,0.0218201679081416,0.0217308438064713,0.016022133167796
2411121,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0218628080900462,0.0237571334215778,0.0232724394140423,0.0217185384606743,0.016325779160833
8662722,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0287845841138262,0.0319419699071672,0.0262814648096597,0.0235230551209917,0.0248000425667527
4281917,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.275,0.0261660205367579,0.0294514312074946,0.0234155606644497,0.0205268770605174,0.02003792598449
4639518,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0303470482615841,0.0394869450890649,0.0277130065032211,0.0300035786445176,0.0245003795180888
1831396,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0283255208745088,0.0339860263656992,0.0268856434797106,0.0299898476451633,0.0229336313336859
1602637,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.275,0.30000000000000004,0.0167146286010741,0.0187128405425268,0.0138157342763994,0.0128014879557926,0.0121152349552931
13271375,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.725,0.0209278253347468,0.0293179423075905,0.0169381125956966,0.0199845512266552,0.0175514622240776
3594081,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.81,0.0341776940999031,0.0431056100155429,0.0293368447846723,0.026502747221494,0.0269639405954472
9011956,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.8,0.0277944178578312,0.0314679881387629,0.0236205224282671,0.0268600355248625,0.0200385576221327
2006350,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.825,0.0305310248016405,0.0318480636876884,0.0178430037857986,0.0220616076421028,0.0216273156753854
4242653,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.9,0.0219731647594758,0.0245961230269933,0.0203597618531324,0.0207322599270212,0.016480983596212
3548965,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0214852676735549,0.0326080519446838,0.0202701597870989,0.0217325474282542,0.0153971357491689
16526735,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.30000000000000004,0.9,0.027717708780479,0.0331639569158123,0.0230574699242073,0.0231014825846613,0.0223335956992078
5023256,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0256777512407428,0.031125413537534,0.0221717052074832,0.022181855856346,0.0194334537266739
6960188,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0223396025645493,0.0286444974219943,0.0176072960492336,0.0212013173316961,0.0170505036569351
8344694,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.775,0.030778763949359,0.033220160340028,0.0195349976252746,0.0234609416105843,0.015390259446099
7314817,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0293068260814738,0.0415374472297153,0.0260738552710048,0.0298501221193938,0.0238886838992478
3407426,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.30000000000000004,0.9,0.0208192996788143,0.0229244088741464,0.0173633755247068,0.0192006800210966,0.0162938581355958
10798023,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0308672179100873,0.0337635256932023,0.0263535533789691,0.0249164314909322,0.0214547680454241
3540399,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.775,0.0271945225054061,0.0277476038973021,0.0213527581080582,0.0211705173387908,0.0192788665301586
3638501,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.32499999999999996,0.015470926933554,0.0209944677658984,0.0152814385676969,0.0165517156048581,0.0104039028660985
2019291,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0225041474731497,0.0258817888742424,0.0219889199482367,0.0235932733979055,0.0173129761580536
1654861,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.925,0.0192916117297622,0.0196049477908601,0.0189957362212262,0.0199783755425857,0.0141687520130877
13293736,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.0184825066137592,0.0225319971566615,0.0174930710334272,0.019450837151785,0.0136004651630186
5449213,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.30000000000000004,0.75,0.0356927127248229,0.0387001906867466,0.0299711984410356,0.0268221768849668,0.0231866773703241
6787051,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0218928278310742,0.0277502092898392,0.0201854402859189,0.0166068155880998,0.0160435058191863
7683093,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.15000000000000002,0.875,0.0210552958162773,0.0260428663076713,0.0198225652141606,0.0212024719547758,0.0162869676109321
2292244,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.8,0.0296923530128166,0.0328398310856509,0.0247104195112253,0.0244215791154777,0.0218598134478857
2180438,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.8,0.0240603791211842,0.0306124293644752,0.026954420054502,0.0225155429098433,0.0155430500211277
1469006,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.225,0.875,0.0297643171587001,0.0397815659716974,0.0292235226305584,0.0302830808561428,0.0227143448271062
13153383,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.02771670899863,0.0298758831733429,0.0237042833272406,0.0240783246573921,0.0189601637598934
6953531,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0227974355010651,0.0267165615135401,0.0226238221811161,0.0223598415121347,0.0204397891945585
5473774,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0177773804141029,0.0216913677197553,0.0161768519662697,0.0185016295335636,0.0131645407209015
1796652,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.225,0.8,0.0318564474725022,0.0347416358764928,0.0217815430921883,0.0238178322149723,0.0179420516863928
4854519,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.7749999999999999,0.029476972440595,0.0367439044593744,0.0294080319449552,0.0325958551484001,0.0242763573896302
2684022,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.030961840449847,0.0324318277797815,0.023970954675688,0.0252982738735006,0.0202880999768392
4159366,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.4,0.0224847504633426,0.0265109859039754,0.0230900344031343,0.022414262281736,0.0181102211131034
1426134,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.030040559749896,0.0308736202751769,0.0255900419173404,0.0229025684562937,0.0215882955490888
6509524,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.825,0.0156314836074111,0.0169261121065763,0.0147223402190085,0.0141095922589486,0.0128163429364149
6471689,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0190907422262842,0.0235863263060777,0.0172805771462837,0.0182950092666255,0.0124022027164469
6042343,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.035631615292261,0.0430149733986701,0.0283634565697555,0.0282301241867849,0.0192139154190046
3658036,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.475,0.022851982282255,0.0235066912748735,0.0208040093083299,0.0193837388215769,0.0177108757196972
11455529,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0312921995134474,0.0347228507008662,0.0240045927710693,0.0226253367722557,0.0193992042489711
4111538,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0328837051579538,0.0391047273287487,0.0252153761913358,0.029072046590294,0.0253081982497764
4609142,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0267849619846459,0.0268720370201542,0.0193797476145911,0.0156654423082638,0.0179083734543688
6242426,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.325,0.0334752840733977,0.0401034402884606,0.0322613762940492,0.0245033977928331,0.0247980792850158
2923634,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.25,0.25,0.0260507019729171,0.0238301261836758,0.0217097944784247,0.0210042910170055,0.0207564294246838
3361946,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0199557488115246,0.0222690855434985,0.0204956727626486,0.0224159974363479,0.0151728949472361
7757589,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.375,0.0336893415574872,0.0388093910787557,0.0298932678077222,0.0286679532875689,0.0252558247556245
6922150,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.425,0.0236050396494419,0.0293847521080814,0.0199468430482672,0.0219126306123096,0.0167758503735261
4009285,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0273180169071939,0.0334563780357976,0.0226775179800705,0.0226196769607198,0.023344479383321
5690282,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0205664034891601,0.0228032987699578,0.0191981314849862,0.0204516663369303,0.0152017958730541
2867163,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.015563977703326,0.0177265363726512,0.014648022867866,0.013121545457449,0.0123470102349473
3194624,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0240132082671249,0.0275807919591461,0.0203784773625049,0.0220966979225844,0.0200056278130327
5061900,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0263305661301614,0.0325122099499548,0.0207369033826416,0.019802698309184,0.02147871073171
2700882,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.875,0.0199141236092383,0.0249453881891093,0.0205937603889584,0.0204268759723957,0.0163674726771913
13060508,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.42500000000000004,0.0289282911740223,0.0336955714650698,0.0241066200992806,0.0269727672211055,0.0203113061885863
2783927,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0247664321684049,0.0260658857699703,0.0207056912372487,0.0213691116097184,0.0165098028432461
